userId,movieId,tag,timestamp
39,255,Comedy,1478920520
39,272,Animals Talking,1478035203
39,241,Hulu,1271904178
40,125,Coen Brothers,1172125284
40,112,The Pied Piper of Hamelin:,1533702626
40,103,elliott smith,1448986165
41,103,excellent script,1448986147
41,103,feel-good,1448986154
41,103,Great Screenplays,1448986136
42,103,intelligent,1448986152
42,103,mathematics,1448986133
42,103,Matt Damon,1448986144
43,103,thoughtful,1448986141
43,103,university,1448986138
43,4,characters,1335562009
44,47,atmospheric,1331390822
44,47,ending,1331390835
44,47,investigation,1331390841
45,47,serial killer,1331390817
45,29,beautiful,1139767943
45,47,Brad Pitt,1378324157
46,47,great ending,1378324167
46,47,Kevin Spacey,1378324159
47,47,Morgan Freeman,1378324165
47,47,serial killer,1378324169
47,47,twist ending,1378324171
48,7,Greg Kinnear,1145738206
48,17,historical,1148655606
48,17,literature,1148655606
48,29,weird,1368274169
48,32,great ending,1368274266
48,32,original,1368274003
48,39,Jane Austen,1149443588
48,39,want to own,1145604833
48,41,Robert Downey Jr,1150920697
49,47,great ending,1368274266
49,50,great acting,1368274199
49,50,storytelling,1368274053
50,57,Robert Downey Jr,1150920675
50,70,cult classic,1368274229
50,89,Johnny Depp,1153336028
51,97,Jude Law,1145738352
51,97,want to own,1145738352
52,103,mentor,1368274019
52,107,Jude Law,1145605285
52,107,want to own,1145605285
53,115,action,1368274135
53,136,cerebral,1368274304
53,149,Jude Law,1145738371
54,149,want to own,1145738371
54,161,Greg Kinnear,1145738170
54,166,Robert Downey Jr.,1186495496
55,184,Robert Downey Jr.,1186076971
55,70,cult film,1299738252
55,70,Quentin Tarantino,1299738248
56,70,twist ending,1299738250
56,7,romance,1160491063
56,34,Animal movie,1486085428
57,34,talking animals,1486085429
57,128,connections between events,1337119078
57,128,life story,1337119049
58,32,atmospheric,1332342499
58,32,Brad Pitt,1332342496
58,32,Bruce Willis,1332342493
59,32,twist ending,1332342505
59,32,post-apocalyptic,1428092277
59,32,sci-fi,1428092283
60,32,time travel,1428092279
60,39,based on a book,1411797549
60,255,Harrison Ford,1411487222
61,255,island,1411487255
61,255,stranded,1411487238
61,47,mystery,1435699763
62,47,psychology,1435699716
62,47,twist ending,1435699711
62,2,fantasy,1454270092
63,47,atmospheric,1484089192
63,47,biblical,1484089196
63,47,brad pitt,1484089184
64,47,dark,1484089188
64,47,morgan freeman,1484089183
64,47,mystery,1484089194
65,47,philosophical,1484089177
65,47,powerful ending,1484089190
65,47,psychology,1484089181
66,103,cheesy,1474227266
66,103,Great Screenplays,1474227238
66,103,heartwarming,1474227250
67,103,intellectual,1474227237
67,103,Minnie Driver,1474227263
67,103,psychology,1474227234
68,103,Robin Williams,1474227232
68,103,Stellan Skarsgard,1474227246
68,114,bittersweet,1454269487
69,114,disaster,1454269482
69,114,good acting,1454269521
69,114,James Cameron,1454269564
70,114,music,1454269581
70,114,period piece,1454269526
70,114,sad ending,1454269572
71,114,tearjerking,1454269554
71,199,Meg Ryan,1474227561
71,199,sentimental,1474227569
72,199,stupid character,1474227564
72,26,Shakespeare,1188584530
72,279,based on a book,1188585225
73,125,"Best Performance:  Jeff Bridges as Jeffrey ""The Dude"" Lebowski",1502720190
73,125,coen brothers,1502720271
73,125,Guy Ritchie,1502720245
74,125,sorrentino,1502720208
74,125,tarantino,1502720299
74,125,the great beauty,1502720205
75,103,nerd,1521997677
75,103,genius,1468483288
75,103,mathematics,1468483299
76,136,Proyas,1148257893
76,245,drugs,1148257575
76,281,Darren Aronofsky,1148337902
77,29,surreal,1157816050
77,136,fantasy,1157816027
77,136,sci-fi,1157816023
78,32,time loop,1368439500
78,270,series,1368439441
78,278,series,1368439441
79,32,absurd,1437332796
79,32,brad pitt,1437332796
79,32,post-apocalyptic,1437332796
80,199,angel,1511387251
80,199,angels,1511387260
80,19,Rhino action :D,1312919607
81,19,Stupid as Hell,1312919595
81,32,sci-fi,1312918062
81,34,villain nonexistent or not needed for good story,1152146896
82,50,twist ending,1151608940
82,36,death penalty,1145534566
82,47,psychological,1390276089
83,47,psychology,1390276087
83,47,twist ending,1390276092
83,50,conspiracy,1390275968
84,50,Crime,1390275965
84,50,Dark,1390275953
84,50,thriller,1390275959
85,50,twist ending,1390275946
85,212,tiresome,1159809990
85,32,Mindfuck Movie,1142634152
86,244,politics,1187634365
86,1,adventure,1303168162
86,1,animated,1303168172
87,1,animation,1303168175
87,1,buddy movie,1303168179
87,1,children,1303168183
88,1,classic,1303168187
88,1,clever,1303168193
88,1,comedy,1303168198
89,1,computer animation,1303168201
89,1,Disney,1303168205
89,1,family,1303168208
90,1,fantasy,1303168211
90,1,funny,1303168215
90,1,humorous,1303168218
91,1,imdb top 250,1303168222
91,1,Pixar,1303168226
91,1,time travel,1303168229
92,1,Tom Hanks,1303168232
92,1,toys,1303168237
92,1,witty,1303168240
93,2,adapted from:book,1303424411
93,2,animals,1303424415
93,2,bad cgi,1303424415
94,2,based on a book,1303424419
94,2,board game,1303424420
94,2,childhood recaptured,1303424425
95,2,Children,1303424453
95,2,Chris Van Allsburg,1303424484
95,2,fantasy,1303424487
96,2,Filmed in BC,1303424490
96,2,jungle,1303424492
96,2,kid flick,1303424494
97,2,Kirsten Dunst,1303424497
97,2,monkey,1303424498
97,2,Robin Williams,1303424503
98,2,Saturn Award (Best Special Effects),1303424505
98,2,Saturn Award (Best Supporting Actress),1303424507
98,2,scary,1303424508
99,2,time,1303424509
99,2,time travel,1303424512
99,19,Africa,1303414254
100,19,childhood fav,1303414255
100,19,comedy,1303414257
100,19,crazy,1303414259
101,19,Gross-out,1303414261
101,19,hehehe,1303414262
101,19,Jim Carrey,1303414265
102,19,Not my kind of comedy,1303414277
102,19,One of the worst movies of all time,1303414270
102,19,over the top,1303414282
103,19,Rhino action :D,1303414284
103,19,Simon Callow,1303414288
103,19,spit,1303414290
104,19,Steve Oedekerk,1303414291
104,19,Stupid as Hell,1303414292
104,32,adventure,1303169314
105,32,atmospheric,1303169317
105,32,Brad Pitt,1303169321
105,32,British,1303169325
106,32,Bruce Willis,1303169328
106,32,classic,1303169331
106,32,complicated,1303169334
107,32,future,1303169340
107,32,genetics,1303169342
107,32,imagination,1303169345
108,32,imdb top 250,1303169348
108,32,Post apocalyptic,1303169351
108,32,post-apocalyptic,1303169357
109,32,psychology,1303169360
109,32,remake,1303169364
109,32,sci-fi,1303169367
110,32,time travel,1303169371
110,32,twist ending,1303169374
110,32,violence,1303169377
111,70,brothers,1303259540
111,70,cult film,1303259545
111,70,George Clooney,1303259546
112,70,gore,1303259551
112,70,horror,1303259552
112,70,hostage,1303259554
113,70,intense,1303259556
113,70,mexico,1303259558
113,70,Nudity (Topless - Brief),1303259561
114,70,Quentin Tarantino,1303259564
114,70,Robert Rodriguez,1303259565
114,70,Sexualized violence,1303259567
115,70,so bad it's good,1303259570
115,70,splatter,1303259571
115,70,Tarantino,1303259575
116,70,twist ending,1303259576
116,70,vampire,1303259579
116,70,vampires,1303259579
117,70,violence,1303259581
117,103,Ben Affleck,1303170291
117,103,boston,1303170297
118,103,college,1303170303
118,103,feel-good,1303170307
118,103,genius,1303170311
119,103,Good Romantic Comedies,1303170317
119,103,Great Screenplays,1303170320
119,103,imdb top 250,1303170325
120,103,inspirational,1303170329
120,103,math,1303170333
120,103,mathematics,1303170337
121,103,Matt Damon,1303170341
121,103,Oscar (Best Supporting Actor),1303170345
121,103,Oscar (Best Writing - Screenplay Written Directly for the Screen),1303170349
122,103,psychology,1303170353
122,103,Robin Williams,1303170356
122,103,school drama,1303170361
123,103,seen more than once,1303170364
123,103,thoughtful,1303170367
123,103,university,1303170372
124,123,biography,1534859031
124,123,Buddhism,1534859011
124,123,Dalai Lama,1534859007
125,123,Tibet,1534859004
125,176,Erotic,1527704715
125,176,Erotic Thriller,1527704725
126,176,lesbian,1527704713
126,176,plot twist,1527704710
126,176,sexy,1527704722
127,176,sexy girls,1527704720
127,176,surprise ending,1527704738
127,176,twist ending,1527704707
128,284,Edward D. Wood Jr.,1432233929
128,284,so bad it's funny,1432233926
128,284,so bad it's good,1432233923
129,161,Helen Hunt,1462113850
129,161,love Helen Hunt,1462113834
129,23,Sylvester Stallone,1341828001
130,179,bloody,1303763314
130,179,BREAKUPS AND DIVORCES,1303763318
130,179,drama,1303763304
131,179,japan,1303763288
131,179,Takeshi Kitano,1303763288
131,179,violent,1303763288
132,197,Bruce Willis,1341827957
132,125,comedy,1181704887
132,125,drugs,1181704887
133,245,comedy,1181704766
133,245,drugs,1181704766
133,245,hunter s. thompson,1181800683
134,281,cerebral,1181800529
134,281,Darren Aronofsky,1181800572
134,281,maths,1181702513
135,281,notable soundtrack,1181800508
135,281,seen more than once,1181800537
135,50,twist ending,1445185868
136,180,Atmospheric,1141070789
136,125,comedy,1495982284
136,125,Cult classic,1495982395
137,125,cult film,1495982288
137,125,dark comedy,1495982405
137,125,great dialogue,1495982301
138,125,great soundtrack,1495982305
138,125,Highly quotable,1495982309
138,125,Jeff Bridges,1495982286
139,125,off-beat comedy,1495982312
139,125,sarcasm,1495982292
139,125,satirical,1495982389
140,32,Brad Pitt,1163449411
140,32,Bruce Willis,1163449410
140,63,Wayans Brothers,1168916991
141,277,Bruce Willis,1163739321
141,281,mathematics,1164269107
141,237,apocalypse,1236306423
141,245,Hunter S. Thompson,1236391314
141,50,complicated,1400668259
141,50,mystery,1400668265
141,50,twists & turns,1400668267
141,136,dark,1457048499
141,136,dystopia,1457048496
141,136,noir,1457048501
141,47,serial killer,1388533137
141,47,twist ending,1388533134
141,94,John Travolta,1388533425
142,103,Matt Damon,1388531586
142,103,Robin Williams,1388531588
142,122,dark comedy,1388534107
143,122,Quentin Tarantino,1388534110
143,125,cult film,1388532705
143,125,dark comedy,1388532702
144,161,Jack Nicholson,1388533558
144,245,drugs,1388532356
144,245,surreal,1388532359
145,283,sexual,1388533402
145,258,lisbeen,1149535629
145,29,dark,1368291113
146,198,mystery,1368291351
146,281,artsy,1514753836
146,281,atmospheric,1514753792
147,281,black and white,1514753783
147,281,cerebral,1514753803
147,281,Darren Aronofsky,1514753828
148,281,directorial debut,1514753838
148,281,disturbing,1514753809
148,281,enigmatic,1514753804
149,281,epilepsy,1514753835
149,281,existentialism,1514753785
149,281,great soundtrack,1514753801
150,281,hallucinatory,1514753794
150,281,insanity,1514753813
150,281,low budget,1514753806
151,281,math,1514753839
151,281,mathematics,1514753782
151,281,mental illness,1514753788
152,281,mindfuck,1514753789
152,281,music,1514753807
152,281,notable soundtrack,1514753805
153,281,numerology,1514753830
153,281,paranoia,1514753818
153,281,paranoid,1514753796
154,281,pseudomathematics,1514753825
154,281,psychology,1514753786
154,281,religion,1514753814
155,281,stock market,1514753827
155,281,stylized,1514753797
155,281,surreal,1514753798
156,281,tense,1514753800
156,281,underrated,1514753816
156,281,visually appealing,1514753795
157,32,sci-fi,1251837538
157,32,Terry Gilliam,1251837538
157,50,Academy Award - Best Original Screenplay,1347770210
158,50,Bryan Singer,1347769963
158,50,Gabriel Byrne,1347769916
158,210,Based and a book,1191749206
159,242,cartoon,1191549829
159,20,intense,1188561068
159,74,bit too sweet,1188561052
160,255,leading man too old.,1188560962
160,255,mediocre,1188560962
160,281,mathematics,1149791703
161,50,conspiracy,1442245881
161,50,Crime,1442245862
161,50,heist,1442245871
162,50,mystery,1442245889
162,50,twist ending,1442245859
162,283,fun,1161269391
163,27,Bechdel Test:Pass,1408428689
163,27,Brendan Fraser,1408428766
163,27,Christina Ricci,1408428425
164,27,Demi Moore,1408428439
164,27,friendship,1408428299
164,27,Gaby Hoffman,1408428492
165,27,Janeane Garofalo,1408480157
165,27,Melanie Griffith,1408428456
165,27,Rita Wilson,1408428510
166,27,Rosie O'Donnell,1408428290
166,27,sisterhood,1408428282
166,27,songs,1408428371
167,27,soundtrack,1408428371
167,27,Thora Birch,1408428425
167,27,women,1408428907
168,70,vampires,1165091176
168,76,Philip K. Dick,1171905825
168,103,Matt Damon,1287784346
169,50,conspiracy,1536289273
169,50,excellent script,1536289268
169,50,Kevin Spacey,1536289264
170,50,suspense,1536289266
170,50,thriller,1536289270
170,50,twist ending,1536289262
171,103,excellent script,1495414447
171,103,great acting,1495414453
171,103,heartwarming,1495414456
172,103,inspirational,1495414445
172,103,Matt Damon,1495414441
172,103,psychology,1495414442
173,103,Robin Williams,1495414439
173,114,catastrophe,1536288714
173,114,historical,1536288709
174,114,Kate Winslet,1536288711
174,114,Leonardo DiCaprio,1536288702
174,114,love story,1536288705
175,174,multiple roles,1536288764
175,244,left wing,1187537381
175,50,thriller,1436489261
176,50,twist ending,1436489242
176,1,animation,1488379345
176,1,cartoon,1488379348
177,1,friendship,1488379354
177,1,pixar,1488379339
177,1,unny,1488379342
178,47,psychological,1437866527
178,47,serial killer,1437866518
178,50,great ending,1437866468
179,50,mindfuck,1437866476
179,50,organized crime,1437866472
179,50,twist ending,1437866461
180,191,college student,1437866421
180,191,drama,1437866421
180,191,strip club,1437866421
181,281,mindfuck,1466350332
181,281,psychology,1466350322
181,277,Bruce Willis,1154020498
182,1,adventure,1443694856
182,1,animated,1443694856
182,1,animation,1443694831
183,1,computer animation,1443694845
183,1,Disney,1443694833
183,1,funny,1443694844
184,1,pixar,1443694828
184,1,Tom Hanks,1443694835
184,1,toys,1443694845
185,6,Al Pacino,1443680235
185,6,atmospheric,1467249093
185,6,bank robbery,1443680263
186,6,career criminal,1467249093
186,6,crime,1443680251
186,6,dialogue,1467249093
187,6,great acting,1443680250
187,6,gunfight,1467249093
187,6,Michael Mann,1467249093
188,6,Natalie Portman,1443680263
188,6,realistic,1467249093
188,6,realistic action,1443680251
189,6,Robert De Niro,1443680237
189,6,suspense,1467249093
189,6,tense,1467249093
190,6,Val Kilmer,1467249093
190,47,Ashley Judd,1467249469
190,47,atmospheric,1467249304
191,47,biblical,1467249423
191,47,brad pitt,1467249307
191,47,crime,1467249323
192,47,dark,1467249318
192,47,David Fincher,1467249564
192,47,detective,1467249441
193,47,disturbing,1467249310
193,47,drama,1467249453
193,47,gloomy,1467249487
194,47,gore,1467249485
194,47,great ending,1467249321
194,47,grim,1467249448
195,47,gruesome,1467249468
195,47,Gwyneth Paltrow,1467249434
195,47,horror,1467249416
196,47,imdb top 250,1467249444
196,47,investigation,1467249326
196,47,Kevin Spacey,1467249311
197,47,morgan freeman,1467249297
197,47,murder,1467249478
197,47,mystery,1467249324
198,47,philosophical,1467249314
198,47,police,1467249439
198,47,powerful ending,1467249302
199,47,psychological,1467249315
199,47,psychological thriller,1467249480
199,47,psychology,1467249300
200,47,religion,1467249415
200,47,serial killer,1467249306
200,47,sins,1467249483
201,47,thriller,1467249442
201,47,twist ending,1467249299
201,47,twists & turns,1467249420
202,47,violent,1467249418
202,50,ambiguous ending,1443738463
202,50,anti-hero,1443738494
203,50,Benicio Del Toro,1466396469
203,50,Bryan Singer,1466396483
203,50,caper,1443738365
204,50,classic,1443738455
204,50,clever,1443738544
204,50,complicated,1443738342
205,50,complicated plot,1443738494
205,50,con men,1443738388
205,50,conspiracy,1443738346
206,50,Crime,1443738372
206,50,Dark,1443738543
206,50,detective thriller,1443738563
207,50,ensemble cast,1443738372
207,50,excellent script,1443738416
207,50,flashbacks,1466396476
208,50,funny,1466396472
208,50,Gabriel Byrne,1443738532
208,50,genre-defining,1443738494
209,50,good dialogs,1443738494
209,50,great acting,1443738416
209,50,great cast,1443738494
210,50,great ending,1443738365
210,50,heist,1443738365
210,50,imdb top 250,1443738416
211,50,intelligent,1443738455
211,50,Kevin Spacey,1443738342
211,50,mindfuck,1443738365
212,50,mystery,1443738388
212,50,New York City,1466396482
212,50,nonlinear storyline,1443738475
213,50,organized crime,1443738349
213,50,Pete Postlethwaite,1443738512
213,50,plot twist,1466396490
214,50,puzzle-like,1443738562
214,50,rewatchable,1443738534
214,50,smart writing,1443738474
215,50,solving riddles/puzzles,1443738474
215,50,storytelling,1443738365
215,50,surprise ending,1443738455
216,50,suspense,1443738344
216,50,thriller,1443738366
216,50,tricky,1443738388
217,50,twist ending,1443738341
217,50,twists & turns,1443738388
217,50,unreliable narrators,1443738532
218,50,violence,1466396474
218,50,Web of Lies,1443738515
218,50,whodunnit,1443738563
219,108,comedy of manners,1443694005
219,108,mouse,1443694007
219,119,dystopia,1468555934
220,119,future,1468555924
220,119,Kevin Costner,1468555921
220,119,post apocalypse,1468555950
221,119,Post apocalyptic,1468555936
221,119,post-apocalyptic,1468555938
221,119,slow start,1468555952
222,119,Underrated,1468555960
222,125,coen brothers,1467333619
222,125,comedy,1467333665
223,125,Cult classic,1467333673
223,125,cult film,1467333635
223,125,funny,1467333659
224,125,great dialogue,1467333664
224,125,Highly quotable,1467333670
224,125,imdb top 250,1467333662
225,125,Jeff Bridges,1467333629
225,125,John Goodman,1467333645
225,125,Julianne Moore,1467333655
226,125,kidnapping,1467333681
226,125,off-beat comedy,1467333638
226,125,Philip Seymour Hoffman,1467333641
227,125,quirky,1467333631
227,125,ransom,1467333681
227,125,Steve Buscemi,1467333640
228,125,Tara Reid,1467333695
228,141,Denzel Washington,1466391968
228,141,donald sutherland,1466392041
229,141,Epic Ending,1466391995
229,141,unreliable narrators,1466391984
229,274,dreamlike,1529790508
230,274,eerie,1529790510
230,274,Enigmatic,1529790505
230,32,atmospheric,1460565875
231,32,dystopia,1460565881
231,32,genetics,1460565886
231,32,great ending,1460565883
232,32,imagination,1460565901
232,32,mental illness,1460565889
232,32,mindfuck,1460565904
233,32,post-apocalyptic,1460565869
233,32,psychology,1460565873
233,32,sci-fi,1460565877
234,32,Terry Gilliam,1460565879
234,32,time loop,1460565891
234,32,time travel,1460565866
235,32,twist ending,1460565871
235,103,great acting,1460564971
235,103,Great Screenplays,1460564963
236,103,Gus Van Sant,1460564975
236,103,intelligent,1460564993
236,103,Matt Damon,1460564987
237,103,mentor,1460564991
237,103,psychology,1460564978
237,125,black comedy,1460565070
238,125,coen brothers,1460565020
238,125,comedy,1460565024
238,125,dark comedy,1460565031
239,125,drugs,1460565050
239,125,great dialogue,1460565029
239,125,Jeff Bridges,1460565061
240,125,John Goodman,1460565074
240,125,marijuana,1460565026
240,125,Philip Seymour Hoffman,1460565082
241,125,sarcasm,1460565077
241,125,Steve Buscemi,1460565066
241,39,1990s,1490151061
242,39,Paul Rudd,1490151054
242,47,serial killer,1217071062
242,188,gay,1225387944
243,2,fantasy,1250387719
243,2,Robin Williams,1250387724
243,17,19th century,1250389350
244,17,based on a book,1221963697
244,17,chick flick,1221963733
244,17,costume drama,1250389350
245,17,Great Screenplays,1221963713
245,17,heartwarming,1250389350
245,17,historical,1250389350
246,17,literature,1221963708
246,17,period piece,1368187963
246,17,romantic,1250389350
247,35,entirely dialogue,1368187881
247,43,historical,1368188931
247,74,chick flick,1368188871
248,112,reflective,1368188535
248,281,mathematics,1427625595
248,1,pixar,1445443245
249,50,complicated,1442481854
249,50,Kevin Spacey,1442481850
249,50,twist ending,1445985925
250,103,Matt Damon,1444964767
250,103,Robin Williams,1444964765
250,70,absurd,1473389932
251,70,campy,1473389907
251,70,good premise,1473389949
251,102,absurd,1506230411
252,102,Amish,1506230419
252,102,bad marriage,1506230405
252,102,clean living,1506230426
253,224,terrible,1496258451
253,268,feminism,1443546352
253,268,feminist,1443546353
254,268,sexism,1443546334
254,50,twist ending,1520981585
254,18,dark comedy,1507278321
255,18,Quentin Tarantino,1507278319
255,125,black comedy,1448731590
255,125,coen brothers,1448730690
256,125,cult film,1448730723
256,125,dark comedy,1448730719
256,125,funny,1448730736
257,125,great dialogue,1448731598
257,125,Jeff Bridges,1448731593
257,125,quirky,1448731612
258,125,sarcasm,1448730743
258,125,satirical,1448730698
258,115,james bond,1196233359
259,115,spy,1196233364
259,243,monster,1196230550
259,283,awful movie,1174178282
260,283,Overrated,1174178292
260,103,Robin Williams,1465439274
260,103,thoughtful,1465439283
261,255,Odd pairing of Anne Heche and Harrison Ford.,1187291791
261,7,Greg Kinnear,1187161220
261,7,romance,1187161195
262,11,president,1187162596
262,39,Alicia Silverstone,1187162362
262,39,romance,1187162371
263,62,inspirational,1184189215
263,62,moving,1184189215
263,62,music,1184189215
264,62,teacher,1184189215
264,62,tearful,1184189215
264,270,aliens,1187162651
265,270,conspiracy,1187162656
265,103,excellent script,1454492000
265,103,great acting,1454492018
266,103,intellectual,1454492007
266,103,intelligent,1454492004
266,103,math,1454492011
267,103,mathematics,1454491973
267,103,Robin Williams,1454491971
267,100,hilarious,1326769496
268,100,Woody Allen,1326769489
268,50,complicated,1457982424
268,50,Dark,1457982336
269,50,ensemble cast,1457982344
269,50,Kevin Spacey,1457982368
269,50,storytelling,1457982324
270,125,coen brothers,1456598548
270,125,great dialogue,1456598555
270,125,off-beat comedy,1456598543
271,125,Philip Seymour Hoffman,1456598545
271,125,quirky,1456598547
271,125,sarcasm,1456598560
272,125,Steve Buscemi,1456598539
272,161,excellent script,1454456876
272,161,funny,1454456882
273,161,neurosis,1454456884
273,161,obsessive compulsive disorder,1454456879
273,161,quirky,1454456886
274,1,animation,1348648369
274,22,agoraphobia,1306058142
274,22,female protagonist,1306058182
275,22,serial killer,1306058163
275,22,Sigourney Weaver,1306058124
275,22,trauma,1306058157
276,70,bar brawl,1268864697
276,70,brothers,1267983235
276,70,George Clooney,1267983232
277,70,horror,1267983274
277,70,mexico,1267983244
277,70,Quentin Tarantino,1267983225
278,70,Salma Hayek,1267983221
278,70,Sexualized violence,1267983261
278,70,twist ending,1267983250
279,101,absent-minded professor,1404078069
279,101,Robin Williams,1404078065
279,110,serial killer,1269105207
280,110,slasher,1269105201
280,110,spoof,1269105197
280,114,atmospheric,1268432002
281,114,catastrophe,1268431993
281,114,historical,1268431987
281,114,Tragedy,1268432019
282,114,true story,1268431989
282,153,Miguel Ferrer,1374054306
282,153,vampire,1374054322
283,157,based on book,1428184355
283,157,Dustin Hoffman,1428184318
283,157,first contact,1428184274
284,157,Michael Crichton,1428184176
284,157,mind,1428184299
284,157,psychological,1428184295
285,157,Samuel L. Jackson,1428184301
285,157,sci-fi,1428184183
285,157,sea bottom,1428184181
286,157,submarine,1428184280
286,157,suspense,1428184292
286,157,time travel,1428184178
287,157,Underrated,1428184312
287,174,John Malkovich,1268570486
287,174,mask,1268570489
288,174,multiple roles,1268570501
288,174,Versailles,1268570494
288,242,animation,1268075095
289,242,twitching eye,1268075116
289,243,Jean Reno,1268496013
289,268,Asian culture,1268078880
290,268,cross dressing,1268078850
290,268,Eddie Murphy,1268078871
290,268,great soundtrack,1269554684
291,268,strong female lead,1268078846
291,274,1900's,1428093321
291,274,adapted from:book,1428093742
292,274,atmospheric,1428133316
292,274,Australia,1428093225
292,274,based on a book,1428093746
293,274,boarding school,1428093281
293,274,dreamlike,1428093227
293,274,eerie,1428093230
294,274,Enigmatic,1428093233
294,274,headmistress,1428093258
294,274,lesbianism,1428093365
295,274,mystery,1428093329
295,274,ominous,1428093231
295,274,period piece,1428093773
296,274,understated,1428093237
296,274,women,1428093307
296,284,aliens,1476385341
297,284,Bela Lugosi,1476385334
297,284,campy,1476385349
297,284,so bad it's good,1476385333
298,29,weird,1368314974
298,34,infantil,1140396314
298,47,great ending,1368315181
299,70,cult classic,1368315059
299,115,action,1368314899
299,32,complicated,1534007537
300,32,mindfuck,1534007542
300,32,psychology,1534007539
300,1,children,1478892240
301,32,atmospheric,1478376594
301,32,brad pitt,1478376581
301,114,atmospheric,1478892431
302,114,based on a true story,1478892449
302,114,chick flick,1478892443
302,114,historical,1478892437
303,161,Jack Nicholson,1478376282
303,268,China,1530943295
303,268,female lead,1530943299
304,268,feminism,1530943289
304,268,feminist,1530943287
304,268,heroine,1530943284
305,268,strong female lead,1530943280
305,32,atmospheric,1430919353
305,32,great ending,1430919348
306,32,post-apocalyptic,1430919342
306,32,time travel,1430919344
306,103,Ben Affleck,1479748178
307,136,atmospheric,1430919391
307,136,dark fantasy,1430919375
307,136,dreamlike,1430919380
308,136,film noir,1430919405
308,136,Post apocalyptic,1430919372
308,136,steampunk,1430919386
309,136,stylized,1430919393
309,136,surreal,1430919383
309,136,visually appealing,1430919378
310,283,Ben Stiller,1430920247
310,283,Cameron Diaz,1430920251
310,1,Pixar,1387079572
311,1,witty,1387079576
311,268,China,1399217955
311,268,Disney,1399217940
312,268,great soundtrack,1399217949
